,book_title,book_recommendation_urls
1213,Short Poetry Collection 053,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1214,Old Wives' Tale,"['https://librivox.org/the-card-by-arnold-bennett/', 'https://librivox.org/the-warden-by-anthony-trollope/', 'https://librivox.org/four-max-carrados-detective-stories-by-ernest-bramah/', 'https://librivox.org/the-prisoner-of-zenda-by-anthony-hope/', 'https://librivox.org/barchester-towers-by-anthony-trollope/']"
1215,Brotherhood of the Seven Kings,"['https://librivox.org/the-romance-of-rubber-by-the-united-states-rubber-company/', 'https://librivox.org/the-brotherhood-of-the-seven-kings-by-l-t-meade-and-robert-eustace/', 'https://librivox.org/two-treatises-of-civil-government-by-john-locke/', 'https://librivox.org/great-pirate-stories-by-joseph-lewis-french/', 'https://librivox.org/a-sentimental-journey-by-laurence-sterne/']"
1216,Wild Life in Woods and Fields,"['https://librivox.org/a-calendar-of-sonnets-by-helen-hunt-jackson/', 'https://librivox.org/roughing-it-in-the-bush-by-susanna-moodie/', 'https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/the-canterbury-tales-by-geoffrey-chaucer/', 'https://librivox.org/the-purple-cow-by-gelett-burgess/']"
1217,Bible (ASV) NT 05: Acts,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
1218,Horror Story Collection 002,"['https://librivox.org/short-story-collection-001/', 'https://librivox.org/short-story-collection-002/', 'https://librivox.org/ghost-story-collection-002/', 'https://librivox.org/horror_story_collection_001/', 'https://librivox.org/ghost-story-collection-003/']"
1219,Stage Land,"['https://librivox.org/the-count-of-monte-cristo-by-alexandre-dumas/', 'https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/our-little-korean-cousin-by-henry-lee-mitchell-pike/', 'https://librivox.org/secrets-of-the-woods-by-william-j-long/', 'https://librivox.org/told-in-the-coffee-house-by-cyrus-adler-and-allan-ramsay/']"
1220,Ode to Autumn,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/']"
1221,Collected Poems of Rupert Brooke,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1222,Cremation of Sam McGee,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1223,Hans Brinker or The Silver Skates,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
1224,Adventures of Buster Bear,"['https://librivox.org/the-picture-of-dorian-gray-by-oscar-wilde/', 'https://librivox.org/great-big-treasury-of-beatrix-potter/', 'https://librivox.org/the-happy-prince-and-other-tales-by-oscar-wilde/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-jg/']"
1225,Short Science Fiction Collection 002,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
1226,"War and Peace, Book 04: 1806","['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
1227,Jo's Boys,"['https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-princess-of-mars-by-edgar-rice-burroughs/']"
1228,Short Poetry Collection 054,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1229,In God's Garden,"['https://librivox.org/in-gods-garden-by-amy-steedman/', 'https://librivox.org/this-country-of-ours-part-2-by-h-e-marshall/', 'https://librivox.org/this-country-of-ours-part-3-by-h-e-marshall/', 'https://librivox.org/this-country-of-ours-part-4-by-h-e-marshall/', 'https://librivox.org/this-country-of-ours-part-5-by-h-e-marshall/']"
1230,Bible (KJV) 00: Introduction,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/declaration-of-independence-by-the-united-states-of-america/']"
1231,Young Visiters,"['https://librivox.org/the-awakening-by-kate-chopin/', 'https://librivox.org/pygmalion-by-george-bernard-shaw/', 'https://librivox.org/hard-times-by-charles-dickens/', 'https://librivox.org/greenmantle-by-john-buchan/', 'https://librivox.org/the-sign-of-the-four-by-sir-arthur-conan-doyle']"
1232,That Affair Next Door,"['https://librivox.org/our-mutual-friend-by-charles-dickens/', 'https://librivox.org/the-middle-temple-murder-by-js-fletcher/', 'https://librivox.org/whose-body-by-dorothy-l-sayers/', 'https://librivox.org/dead-mens-money-by-j-s-fletcher/', 'https://librivox.org/varney-the-vampyre-vol-1-by-t-p-prest/']"
1233,Hour of Twilight,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1234,"American History Stories, Volume 1","['https://librivox.org/the-story-of-a-stuffed-elephant-by-laura-lee-hope/', 'https://librivox.org/call-of-the-wild-by-jack-london/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/the-jungle-book-by-rudyard-kipling/', 'https://librivox.org/what-katy-did-by-susan-coolidge/']"
1235,Short Story Collection Vol. 021,"['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/short-story-collection-006/']"
1236,Hurlbut's Story of the Bible Part 3,"['https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/declaration-of-independence-by-the-united-states-of-america/', 'https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/the-rocket-book-by-peter-newell/', 'https://librivox.org/the-slant-book-by-peter-newell/']"
1237,Where Angels Fear to Tread,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1238,Ghost Story Collection 004,"['https://librivox.org/ghost-story-collection-002/', 'https://librivox.org/typee-by-herman-melville/', 'https://librivox.org/horror_story_collection_001/', 'https://librivox.org/ghost-story-collection-003/', 'https://librivox.org/selection-from-many-voices-by-e-nesbit/']"
1239,Glimpses of the Moon,"['https://librivox.org/the-oresteia-by-aeschylus/', 'https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/ozma-of-oz-dramatic-reading-by-l-frank-baum/', 'https://librivox.org/much-ado-about-nothing-by-william-shakespeare/', 'https://librivox.org/lady-windermeres-fan-by-oscar-wilde/']"
1240,Tin Woodman of Oz,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/']"
1241,De Profundis,"['https://librivox.org/rainbow-valley/', 'https://librivox.org/the-story-of-doctor-dolittle-by-hugh-lofting/', 'https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-jg/', 'https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-ll/', 'https://librivox.org/the-jew-of-malta-by-christopher-marlowe/']"
1242,House of the Seven Gables (Version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1243,"History of England, from the Accession of James II - (Volume 3, Chapter 13)","['https://librivox.org/history-of-england-from-the-accession-of-james-ii-volume-2-chapter-07-by-thomas-babington-macaulay/', 'https://librivox.org/histofengland_macaulay/', 'https://librivox.org/book-of-philemon-web/', 'https://librivox.org/histofofeng11_macaulay/', 'https://librivox.org/ephesians-web/']"
1244,Maria Chapdelaine,"['https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/romeo-and-juliet-by-william-shakespeare/', 'https://librivox.org/roughing-it-in-the-bush-by-susanna-moodie/', 'https://librivox.org/the-oresteia-by-aeschylus/', 'https://librivox.org/heart-of-the-world-by-h-rider-haggard/']"
1245,Christmas Short Works Collection 2007,"['https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/secret-chambers-and-hiding-places-by-allan-fea', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/']"
1246,Lie,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1247,One day is there of the series,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1248,Short Poetry Collection 055,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman-2/']"
1249,David Elginbrod,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1250,Madame Bovary,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1251,Short Nonfiction Collection Vol. 007,"['https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/']"
1252,Short Science Fiction Collection 003,"['https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/']"
1253,Wings of the Dove,"['https://librivox.org/the-turn-of-the-screw-by-henry-james/', 'https://librivox.org/just-so-stories-by-rudyard-kipling/', 'https://librivox.org/the-portrait-of-a-lady-vol-1/', 'https://librivox.org/washington-square-by-henry-james/', 'https://librivox.org/the-story-of-my-life-by-helen-keller/']"
1254,Bible (WEB) Old Testament - complete,"['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/psalms-selections-from-the-world-english-bible-translation/', 'https://librivox.org/short-story-collection-006/']"
1255,"Legends of the Jews, Volume 2","['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
1256,Rinkitink in Oz (version 2),"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
1257,Critique of Practical Reason,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1258,"Principles of Economics, Book 5: General Relations of Demand, Supply and Value","['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
1259,Aphorisms,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1260,"History of the United States, Vol. IV: The West and Jacksonian Democracy","['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
1261,Freckles,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1262,My Prime of Youth is but a Frost of Cares,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1263,Introduction to The Philosophy of History,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1264,Chronicles of Canada Volume 09  - The Acadian Exiles: A Chronicle of the Land of Evangeline,"['https://librivox.org/the-founder-of-new-france-a-chronicle-of-champlain/', 'https://librivox.org/chronicles-of-canada-volume-8-the-great-fortress-a-chronicle-of-louisbourg-1720-1760/', 'https://librivox.org/the-old-wives-tale-by-arnold-bennett/', 'https://librivox.org/the-acadian-exiles-a-chronicle-of-the-land-of-evangeline/', 'https://librivox.org/chronicles-of-canada-volume-10-a-chronicle-of-montcalm/']"
1265,Glinda of Oz,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
1266,Persuasion (version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1267,Humility : The Beauty of Holiness,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/']"
1268,Sister Carrie,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
1269,Three Ghost Stories,"['https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/discourse-on-the-method-by-rene-descartes/', 'https://librivox.org/the-parenticide-club-by-ambrose-bierce/']"
1270,Phineas Finn the Irish Member,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/']"
1271,Elegiac Sonnets and Other Poems,"['https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
1272,Trent's Last Case (The Woman in Black),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1273,Men of Iron,"['https://librivox.org/a-calendar-of-sonnets-by-helen-hunt-jackson/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/', 'https://librivox.org/the-purple-cow-by-gelett-burgess/', 'https://librivox.org/the-book-of-jonah/', 'https://librivox.org/captain-blood-by-rafael-sabatini']"
1274,Bible (ASV) 20: Proverbs,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/if-by-rudyard-kipling/']"
1275,King Arthur and His Knights,"['https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/rainbow-valley/', 'https://librivox.org/an-arthurian-miscellany/', 'https://librivox.org/the-sign-of-the-four-by-sir-arthur-conan-doyle', 'https://librivox.org/the-good-housekeeping-marriage-book-by-william-f-bigelow-ed/']"
1276,Some Poems of Shakespeare,"['https://librivox.org/the-verse-book-of-a-homely-woman-by-fay-inchfawn/', 'https://librivox.org/elegiac-sonnets-and-other-poems-by-charlotte-turner-smith/', 'https://librivox.org/some-poems-of-shakespeare-by-william-shakespeare/', 'https://librivox.org/poems-recorded-in-deptford-and-greenwich-by-various/', 'https://librivox.org/flower-fables-by-louisa-may-alcott/']"
1277,Dead (version 2),"['https://librivox.org/the-oresteia-by-aeschylus/', 'https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/ozma-of-oz-dramatic-reading-by-l-frank-baum/', 'https://librivox.org/much-ado-about-nothing-by-william-shakespeare/', 'https://librivox.org/lady-windermeres-fan-by-oscar-wilde/']"
1278,Bible (YLT) 27: Daniel,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
1279,Open Door and The Portrait,"['https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/the-turn-of-the-screw-by-henry-james/']"
1280,Snow Song,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1281,Elusive Pimpernel,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1282,City of God,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
1283,Western United States,"['https://librivox.org/the-story-of-a-stuffed-elephant-by-laura-lee-hope/', 'https://librivox.org/the-flag-goes-by-by-henry-holcomb-bennett/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/the-romance-of-rubber-by-the-united-states-rubber-company/']"
1284,Short Poetry Collection 056,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman-2/']"
1285,Lodger,"['https://librivox.org/the-monkeys-paw-by-ww-jacobs/', 'https://librivox.org/the-mystery-of-edwin-drood-by-charles-dickens/', 'https://librivox.org/the-lodger-by-marie-belloc-lowndes/', 'https://librivox.org/northanger-abbey-by-jane-austen-2/', 'https://librivox.org/little-women-version-4-by-louisa-may-alcott/']"
1286,Bill of Rights,"['https://librivox.org/the-flag-goes-by-by-henry-holcomb-bennett/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/the-romance-of-rubber-by-the-united-states-rubber-company/', 'https://librivox.org/us-historical-documents/']"
1287,Hallel (Psalms 113-118) (JPS),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
1288,"War and Peace, Book 05: 1806-1807","['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
1289,American Notes,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
1290,Reuben Sachs: A Sketch,"['https://librivox.org/the-secret-garden-by-frances-hodgson-burnett/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
1291,Ball-of-Fat,"['https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/short-story-collection-006/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/']"
